epoch,loss,val_loss
0,9.499405860900879,6.879278182983398
1,6.023182392120361,5.666987895965576
2,4.771296977996826,4.618248462677002
3,4.2706217765808105,4.125686168670654
4,3.998878002166748,3.8287999629974365
5,3.7866735458374023,3.570530891418457
6,3.627087354660034,3.5260818004608154
7,3.5079421997070312,3.2596628665924072
8,3.415297269821167,3.570279121398926
9,3.3355696201324463,3.217580795288086
10,3.2674012184143066,3.3695414066314697
11,3.2159223556518555,3.5413131713867188
12,3.1618492603302,3.2521884441375732
13,3.121990442276001,3.2526681423187256
14,3.068470001220703,3.0037779808044434
15,3.03878116607666,3.0067548751831055
16,3.007525682449341,2.9005954265594482
17,2.973015785217285,3.0983994007110596
18,2.949457883834839,2.8733785152435303
19,2.9210622310638428,3.104400873184204
20,2.8885626792907715,2.86788272857666
21,2.858454465866089,2.6785435676574707
22,2.8482978343963623,2.8033084869384766
23,2.819993495941162,2.6678545475006104
24,2.793818473815918,2.7721784114837646
25,2.765911817550659,2.749634265899658
26,2.753722667694092,2.716722011566162
27,2.728548765182495,2.7465808391571045
28,2.7097725868225098,2.651972770690918
29,2.6902108192443848,2.7320971488952637
30,2.6756949424743652,2.6831939220428467
31,2.659195899963379,2.7850000858306885
32,2.6358144283294678,3.1672651767730713
33,2.6172094345092773,2.8845624923706055
34,2.5967209339141846,2.578732967376709
35,2.5880653858184814,2.5825068950653076
36,2.564744472503662,2.5012545585632324
37,2.5489895343780518,2.6908504962921143
38,2.523568868637085,2.487762451171875
39,2.5216498374938965,2.812751531600952
40,2.500183582305908,2.5861761569976807
41,2.4862961769104004,2.4654650688171387
42,2.4665443897247314,2.5272505283355713
43,2.457636833190918,2.4079439640045166
44,2.4437191486358643,2.538085699081421
45,2.430875778198242,2.405054807662964
46,2.424635648727417,2.4812428951263428
47,2.400733232498169,2.395504951477051
48,2.3844971656799316,2.5582425594329834
49,2.385479211807251,2.2974605560302734
50,2.3620471954345703,2.363598108291626
51,2.3515625,2.347907781600952
52,2.345757246017456,2.263704538345337
53,2.333876371383667,2.2336244583129883
54,2.3256890773773193,2.517921209335327
55,2.3145382404327393,2.4255049228668213
56,2.3012218475341797,2.3129732608795166
57,2.2915263175964355,2.4376769065856934
58,2.2877049446105957,2.398136854171753
59,2.279116630554199,2.317901849746704
60,2.2647712230682373,2.1959962844848633
61,2.258168935775757,2.162095308303833
62,2.24881911277771,2.590005397796631
63,2.2397897243499756,2.371955633163452
64,2.2320058345794678,2.1975483894348145
65,2.220430612564087,2.2672746181488037
66,2.219141721725464,2.3004913330078125
67,2.20806622505188,2.1273913383483887
68,2.194366216659546,2.2089316844940186
69,2.1905157566070557,2.285644292831421
70,2.1897363662719727,2.271671772003174
71,2.177103281021118,2.2239832878112793
72,2.1711182594299316,2.2679686546325684
73,2.160132884979248,2.2530276775360107
74,2.1582138538360596,2.3133814334869385
75,2.1519248485565186,2.135136127471924
76,2.141242504119873,2.217562675476074
77,2.137692451477051,2.28643798828125
78,2.1282827854156494,2.2221412658691406
79,2.115518808364868,2.0803062915802
80,2.1226654052734375,2.19728684425354
81,2.10622239112854,2.3286445140838623
82,2.1049158573150635,2.1002542972564697
83,2.0927212238311768,2.2296056747436523
84,2.095004081726074,2.158837080001831
85,2.0837371349334717,2.108938455581665
86,2.077739953994751,2.038156509399414
87,2.075117349624634,2.2665188312530518
88,2.0630643367767334,2.516984224319458
89,2.0587611198425293,2.278696060180664
90,2.0582821369171143,2.1538162231445312
91,2.0541837215423584,2.1879563331604004
92,2.0372049808502197,2.046950340270996
93,2.0458950996398926,2.6165874004364014
94,2.035090923309326,2.133514404296875
95,2.019853353500366,2.3055806159973145
96,2.0177080631256104,2.2652266025543213
97,2.016996383666992,2.32749342918396
98,2.0105481147766113,2.064727306365967
99,2.002335548400879,2.168551206588745
100,1.9969781637191772,2.1681625843048096
101,2.0025928020477295,2.074031114578247
102,1.9931601285934448,2.105276584625244
103,1.984216332435608,2.0829551219940186
104,1.9759809970855713,2.025621175765991
105,1.9833284616470337,2.074188232421875
106,1.9779571294784546,2.1189846992492676
107,1.9732520580291748,2.1519386768341064
108,1.9692248106002808,1.941451072692871
109,1.9657347202301025,2.0297439098358154
110,1.9590471982955933,2.0271005630493164
111,1.956971287727356,2.0637824535369873
112,1.9514563083648682,2.210430383682251
113,1.953249454498291,2.049995183944702
114,1.946144938468933,2.0492868423461914
115,1.9426823854446411,2.0562222003936768
116,1.9417145252227783,2.031902313232422
117,1.9350906610488892,2.1464900970458984
118,1.9372682571411133,2.2130980491638184
119,1.9243100881576538,1.9321829080581665
120,1.923760175704956,2.2141706943511963
121,1.920199990272522,2.385932683944702
122,1.9159753322601318,2.236722946166992
123,1.91115140914917,2.051945686340332
124,1.8979095220565796,1.967673897743225
125,1.9039958715438843,2.178013324737549
126,1.8991669416427612,2.0168869495391846
127,1.8984674215316772,1.9331190586090088
128,1.8946653604507446,1.9899885654449463
129,1.8908603191375732,2.0778114795684814
130,1.887047529220581,1.9715607166290283
131,1.881401777267456,1.9913206100463867
132,1.8780425786972046,2.1711525917053223
133,1.8757809400558472,2.0699400901794434
134,1.868554949760437,1.970451831817627
135,1.8684287071228027,1.958032488822937
136,1.8644604682922363,1.9007383584976196
137,1.8633010387420654,2.038357734680176
138,1.8642321825027466,2.3224918842315674
139,1.856640100479126,2.0861377716064453
140,1.8494831323623657,1.973347783088684
141,1.8610097169876099,2.067074775695801
142,1.8523433208465576,2.1282551288604736
143,1.849837064743042,2.0155751705169678
144,1.8419842720031738,1.8742281198501587
145,1.8460392951965332,1.954089879989624
146,1.8389742374420166,2.0929176807403564
147,1.8351500034332275,1.8215668201446533
148,1.8376579284667969,1.9750778675079346
149,1.826275110244751,2.1552326679229736
150,1.8299142122268677,2.1402628421783447
151,1.8252313137054443,2.1050069332122803
152,1.8229215145111084,1.897903323173523
153,1.8244528770446777,1.9948828220367432
154,1.8167381286621094,1.9411516189575195
155,1.8064652681350708,2.1081128120422363
156,1.8075058460235596,2.021550178527832
157,1.8090479373931885,2.073580503463745
158,1.8064707517623901,1.9352223873138428
159,1.8039278984069824,2.2783994674682617
160,1.8049206733703613,1.853806495666504
161,1.7995532751083374,2.0008621215820312
162,1.7979906797409058,1.8880077600479126
163,1.793563961982727,1.9475116729736328
164,1.7896860837936401,1.9004298448562622
165,1.7932058572769165,1.921230435371399
166,1.785715103149414,1.950213074684143
167,1.779335856437683,2.0116171836853027
168,1.7816237211227417,1.9454482793807983
169,1.782206654548645,1.95032799243927
170,1.7758442163467407,1.8360438346862793
171,1.7769678831100464,1.912684679031372
172,1.7715898752212524,1.9443507194519043
173,1.7708156108856201,1.8060362339019775
174,1.766309142112732,1.8772993087768555
175,1.763939619064331,1.7989120483398438
176,1.761839747428894,2.283297300338745
177,1.758689284324646,1.7995189428329468
178,1.7623456716537476,1.9619176387786865
179,1.7527769804000854,2.036900758743286
180,1.7553942203521729,2.0870144367218018
181,1.7540935277938843,1.8924977779388428
182,1.7525006532669067,1.8636544942855835
183,1.7459614276885986,1.9653643369674683
184,1.7505569458007812,2.024618625640869
185,1.7408465147018433,1.7938778400421143
186,1.7392547130584717,1.8595106601715088
187,1.7398914098739624,2.02565598487854
188,1.7362443208694458,1.9126062393188477
189,1.7358039617538452,1.980153203010559
190,1.7353001832962036,1.9996293783187866
191,1.7369425296783447,2.0999956130981445
192,1.7322802543640137,1.9390835762023926
193,1.7260583639144897,1.9050554037094116
194,1.7280693054199219,1.874714732170105
195,1.727304458618164,1.9091037511825562
196,1.7236366271972656,2.227111339569092
197,1.7174100875854492,1.7980722188949585
198,1.7214382886886597,1.8216177225112915
199,1.7154160737991333,1.8455748558044434
200,1.7151185274124146,1.7938053607940674
201,1.712010145187378,1.8094030618667603
202,1.712119698524475,1.9790987968444824
203,1.7111035585403442,1.9437963962554932
204,1.7103102207183838,1.8362698554992676
205,1.7125688791275024,1.8473546504974365
206,1.7022732496261597,1.8782780170440674
207,1.6970593929290771,1.8590376377105713
208,1.7040493488311768,1.8990581035614014
209,1.7015794515609741,1.940751075744629
210,1.6946734189987183,2.0440022945404053
211,1.6971385478973389,1.7778455018997192
212,1.695328712463379,1.8792247772216797
213,1.6963427066802979,2.010944366455078
214,1.693796992301941,1.8716591596603394
215,1.6872378587722778,1.8392605781555176
216,1.6862432956695557,1.8351423740386963
217,1.683029055595398,2.0366039276123047
218,1.6858460903167725,1.9304863214492798
219,1.684807300567627,2.029548168182373
220,1.6818525791168213,1.7733608484268188
221,1.679351806640625,1.8949567079544067
222,1.6759470701217651,1.831648588180542
223,1.6722354888916016,1.8446118831634521
224,1.675313949584961,2.0053584575653076
225,1.6722464561462402,1.7852369546890259
226,1.6690614223480225,1.9731353521347046
227,1.6646885871887207,1.8485543727874756
228,1.6666481494903564,1.84575355052948
229,1.666290283203125,1.8795897960662842
230,1.665358304977417,1.8045554161071777
231,1.664438009262085,2.006816864013672
232,1.6606086492538452,1.795450210571289
233,1.659772276878357,1.9987249374389648
234,1.657507061958313,1.8153374195098877
235,1.6606905460357666,1.880976915359497
236,1.6592988967895508,1.9428306818008423
237,1.656556487083435,1.8332343101501465
238,1.6577869653701782,1.7991925477981567
239,1.6534018516540527,1.8312586545944214
240,1.654502034187317,1.9713573455810547
241,1.652174472808838,1.8878740072250366
242,1.6497621536254883,1.7480661869049072
243,1.646161437034607,1.8058546781539917
244,1.6435065269470215,1.7123088836669922
245,1.643437385559082,1.8034917116165161
246,1.6448973417282104,1.9628162384033203
247,1.6408112049102783,1.7470749616622925
248,1.6396286487579346,1.9307432174682617
249,1.6351110935211182,1.868137001991272
250,1.6346379518508911,1.7653887271881104
251,1.6386913061141968,1.9142464399337769
252,1.637098789215088,1.8592886924743652
253,1.634550929069519,1.734100580215454
254,1.6328072547912598,1.8247514963150024
255,1.63080894947052,1.769325852394104
256,1.6251178979873657,1.785858154296875
257,1.6249788999557495,1.8886747360229492
258,1.6263214349746704,1.8111040592193604
259,1.6229442358016968,1.8496652841567993
260,1.627312421798706,1.7217856645584106
261,1.626123070716858,1.7928208112716675
262,1.6141868829727173,1.9471940994262695
263,1.6187835931777954,1.780686378479004
264,1.6113336086273193,1.8372395038604736
265,1.617023229598999,1.8224132061004639
266,1.610400915145874,1.8915526866912842
267,1.6141811609268188,1.823781132698059
268,1.6138322353363037,2.028097152709961
269,1.6123929023742676,1.6850252151489258
270,1.6151059865951538,1.8097774982452393
271,1.6118766069412231,1.7789491415023804
272,1.6101300716400146,1.8954914808273315
273,1.6057181358337402,1.723414421081543
274,1.6081123352050781,1.7529171705245972
275,1.5997800827026367,1.831857442855835
276,1.6005243062973022,1.9816852807998657
277,1.5991761684417725,1.8643022775650024
278,1.6043199300765991,1.741202473640442
279,1.5978323221206665,1.9817367792129517
280,1.6012897491455078,1.784958004951477
281,1.5938735008239746,1.8220645189285278
282,1.5965405702590942,1.819614052772522
283,1.5957638025283813,1.9476183652877808
284,1.601115107536316,1.815346121788025
285,1.5970487594604492,1.712990403175354
286,1.5945643186569214,1.9149096012115479
287,1.5900474786758423,2.0347869396209717
288,1.5857908725738525,1.764949083328247
289,1.586026668548584,1.7805274724960327
290,1.5851413011550903,1.8308104276657104
291,1.5868651866912842,1.8881653547286987
292,1.5829792022705078,1.7317311763763428
293,1.5820080041885376,1.9193109273910522
294,1.5753071308135986,1.748258352279663
295,1.581760048866272,1.7293041944503784
296,1.5783944129943848,1.7993359565734863
297,1.5832375288009644,1.7372314929962158
